100124700_at,100652898_at,10810_at,1281_at,146857_at,147381_at,147495_at,1604_at,1759_at,1827_at,1847_at,203413_at,256691_at,25797_at,29940_at,3216_at,375033_at,3759_at,401074_at,5090_at,54097_at,54532_at,57639_at,5793_at,64108_at,644246_at,8870_at,9540_at,9603_at,9760_at,label
4.47,13.34,6.65,10.44,4.20,4.02,4.09,12.44,8.09,7.09,8.80,3.62,6.77,8.51,9.43,6.93,4.56,4.40,3.99,8.37,3.78,7.07,4.51,6.81,4.52,5.64,12.65,10.06,7.45,3.70,0.00
3.62,12.28,8.00,5.08,3.71,3.79,9.82,10.63,6.46,7.09,8.78,3.66,3.91,3.58,3.99,7.03,4.06,4.85,4.09,8.30,4.17,7.72,5.61,5.66,5.93,8.28,10.82,7.23,4.50,4.70,0.00
3.66,12.45,8.11,5.70,7.34,4.27,4.12,8.97,5.06,8.69,8.42,3.40,3.74,7.29,5.17,5.01,3.95,4.17,8.25,7.76,7.86,7.55,4.76,6.65,7.98,5.99,9.94,9.57,7.79,3.74,1.00
3.85,11.63,5.43,4.78,3.90,3.96,4.24,9.20,6.89,7.50,8.54,3.55,5.45,4.03,11.38,4.68,6.59,4.25,4.76,7.80,3.78,7.66,5.95,7.03,9.61,6.68,12.29,7.41,6.03,4.52,1.00
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
4.08,11.79,8.19,9.34,3.60,3.86,3.79,9.14,7.09,6.91,7.78,3.90,3.87,3.55,10.49,8.65,4.20,3.93,7.20,9.59,3.86,7.76,5.85,8.91,5.31,7.70,11.65,9.65,7.37,4.58,1.00
4.31,10.85,4.62,4.27,4.31,3.95,4.28,9.62,5.26,9.31,6.46,7.99,8.12,4.28,8.15,8.58,5.35,4.63,8.56,7.67,3.98,6.10,6.51,8.02,7.89,5.97,10.20,10.47,7.87,4.20,1.00
3.39,11.01,4.73,3.96,3.65,3.82,7.03,9.48,4.92,9.68,7.51,6.64,4.36,10.48,3.90,5.81,3.97,5.08,9.33,8.76,3.91,8.86,5.01,8.79,8.60,8.99,11.75,6.76,7.94,3.26,1.00
3.75,11.27,9.13,3.71,3.72,3.98,8.78,9.07,5.43,9.27,7.36,3.44,3.60,12.36,4.36,7.72,3.63,4.74,4.46,7.65,3.95,10.70,4.38,6.88,7.49,5.86,12.24,8.01,3.49,3.58,0.00
3.45,11.05,9.62,3.77,3.56,3.91,4.04,9.19,5.39,7.78,5.90,4.29,3.97,12.36,4.07,5.11,3.60,4.78,4.39,7.48,3.54,7.11,4.30,8.99,7.96,7.87,12.23,8.98,5.42,4.20,1.00
