144501_at,148641_at,22882_at,23283_at,23767_at,26751_at,2731_at,27445_at,285148_at,301_at,3248_at,3487_at,3861_at,3958_at,50810_at,50865_at,5327_at,55086_at,55959_at,5644_at,56952_at,5711_at,64073_at,65982_at,79633_at,84189_at,84677_at,85236_at,875_at,89944_at,label
10.27,4.91,7.60,8.13,7.05,11.24,3.73,6.38,10.73,13.64,8.92,8.82,3.92,13.05,9.87,10.60,13.33,7.07,8.02,4.24,7.07,8.92,11.68,9.00,4.56,3.99,3.73,12.76,4.96,9.77,0.00
4.92,3.74,6.78,8.57,4.57,9.17,5.70,3.88,8.43,11.47,12.42,5.58,3.72,12.50,9.16,11.81,3.57,3.81,3.58,3.98,6.75,8.79,5.82,6.50,4.58,7.05,3.86,11.36,6.54,7.89,1.00
8.90,3.55,11.44,7.06,8.60,9.84,9.19,4.44,6.02,13.14,3.80,9.94,3.80,10.65,8.38,9.16,10.42,3.75,7.52,4.16,8.67,9.68,11.43,7.67,5.00,3.67,3.85,12.78,9.40,7.73,1.00
7.34,5.05,9.53,8.38,8.51,5.20,4.76,7.04,6.51,12.22,5.50,3.84,13.07,12.80,9.77,10.30,6.11,8.77,7.15,3.97,11.51,9.22,10.04,6.47,4.22,6.31,3.86,12.14,8.11,8.59,1.00
10.00,3.99,7.04,8.57,4.69,4.92,4.91,3.90,4.23,13.70,3.98,4.19,6.41,13.03,9.83,10.55,8.89,7.89,10.13,4.07,3.50,9.60,10.20,4.24,6.46,4.10,3.80,12.94,4.20,5.01,0.00
8.41,4.29,6.69,7.95,7.43,10.56,4.96,5.21,9.69,12.32,4.29,9.36,14.34,10.75,8.26,10.42,5.05,7.65,5.67,4.13,10.13,9.68,11.04,4.44,4.41,7.82,4.11,12.30,8.13,4.90,1.00
7.30,4.01,8.95,8.64,4.82,10.02,8.32,3.80,7.73,12.40,5.35,9.67,4.39,13.66,8.84,10.47,8.30,8.07,7.40,4.02,4.31,8.91,10.68,4.27,4.05,6.67,3.86,12.49,7.88,7.82,0.00
5.84,8.93,6.38,8.57,10.20,6.92,4.40,4.99,8.70,12.45,4.06,6.82,6.96,14.37,9.77,9.58,3.59,7.02,6.68,4.15,7.93,9.19,9.94,4.03,5.30,4.25,3.49,12.36,8.81,8.89,1.00
5.60,4.47,7.53,8.49,9.70,8.43,4.81,6.01,9.65,12.57,4.68,9.53,6.27,10.85,9.42,9.78,11.20,8.40,4.89,3.90,4.64,8.87,11.62,6.22,4.47,5.61,3.69,11.40,9.09,6.88,0.00
5.15,4.27,6.97,8.76,4.96,4.31,11.05,4.12,7.96,10.32,4.23,4.12,4.50,12.29,11.49,9.32,3.83,4.03,4.09,3.99,3.97,9.61,4.16,4.20,4.14,4.09,3.67,10.92,4.51,5.42,0.00
5.95,4.21,5.41,8.74,4.88,9.73,5.08,7.77,10.57,13.01,3.90,9.43,7.98,10.92,9.00,10.13,6.26,8.86,8.91,4.12,4.72,9.65,4.68,8.39,4.29,6.34,4.08,12.70,6.64,6.37,0.00
9.88,7.45,7.90,7.16,4.67,5.27,4.70,4.42,10.24,12.30,4.06,4.67,3.68,12.90,10.04,10.34,10.11,7.67,3.90,4.05,7.54,9.31,9.87,4.43,3.96,3.71,10.55,11.97,8.01,5.66,0.00
5.95,3.93,7.93,7.81,5.41,12.10,3.89,3.81,9.80,7.62,6.22,7.63,4.10,13.41,3.81,10.28,3.66,8.01,7.61,8.90,11.22,9.00,8.01,4.20,4.02,4.04,3.78,10.79,4.42,9.08,0.00
